zone_code,geography
S,"POLYGON((-80.24515654 25.69974256, -80.2452722 25.6997306, -80.24532202 25.69965546, -80.24609265 25.69964216, -80.24605235 25.69961144, -80.24604251 25.69956471, -80.24533332 25.69957934, -80.24525705 25.69951454, -80.2451317 25.69952843, -80.24515654 25.69974256))"
S,"POLYGON((-80.2724374 25.68433762, -80.2723959 25.68459307, -80.27245017 25.68470193, -80.27259539 25.68463479, -80.2726158 25.68456249, -80.27272707 25.6837512, -80.27235874 25.68372412, -80.27241745 25.684182, -80.2724374 25.68433762))"
S,"POLYGON((-80.26757491 25.69018178, -80.26762854 25.6902247, -80.26768979 25.69029474, -80.26766966 25.69035964, -80.26761252 25.69042487, -80.26750551 25.69048176, -80.26822938 25.69047585, -80.26806242 25.69043736, -80.26790681 25.69037261, -80.26783572 25.69032943, -80.26771073 25.69022356, -80.26759119 25.69015345, -80.26757491 25.69018178))"
S,"POLYGON((-80.28344349 25.64525645, -80.29063546 25.64506664, -80.29058858 25.6435621, -80.28919493 25.64274119, -80.29194316 25.63866564, -80.29639435 25.63863108, -80.29670962 25.63802902, -80.29698715 25.63744121, -80.29319605 25.63752404, -80.29313134 25.63619665, -80.29325256 25.63619391, -80.29323942 25.63585821, -80.29325469 25.63584677, -80.29331859 25.63584238, -80.29329107 25.63522637, -80.29341267 25.63522524, -80.29339294 25.63470017, -80.2932099 25.63461147, -80.29311108 25.6345723, -80.29308785 25.63457093, -80.29301462 25.63460417, -80.29300425 25.63460267, -80.29298698 25.63456739, -80.2930404 25.63452309, -80.2930401 25.6345136, -80.29284691 25.63433176, -80.29271137 25.63421939, -80.29247401 25.63403355, -80.29239961 25.63399432, -80.29237576 25.63399852, -80.29232943 25.6340458, -80.29221819 25.63405966, -80.29194044 25.63403528, -80.29178006 25.6340345, -80.29167194 25.63405845, -80.2916369 25.63407555, -80.29160814 25.63410564, -80.29159227 25.63410413, -80.2915733 25.63408964, -80.29149224 25.63410076, -80.29144146 25.63409476, -80.29142597 25.63402991, -80.29144208 25.63372193, -80.29145027 25.63367878, -80.29148395 25.6336228, -80.29153349 25.63356978, -80.29163728 25.63347239, -80.29183826 25.63332078, -80.29185901 25.63330217, -80.29187032 25.63327055, -80.29179583 25.63297653, -80.29164003 25.63226699, -80.29151113 25.63157359, -80.29146276 25.63136102, -80.29140042 25.63116099, -80.291282 25.63104705, -80.29066769 25.6306789, -80.290541 25.63061903, -80.2904177 25.63060225, -80.28932348 25.63063713, -80.28869995 25.63064072, -80.2878552 25.63063099, -80.28768082 25.6306196, -80.28758771 25.63062968, -80.28748735 25.63069147, -80.28748132 25.63074845, -80.28752098 25.63076994, -80.2875597 25.63077716, -80.28763353 25.6307494, -80.28913788 25.63072158, -80.28928511 25.63073636, -80.2892848 25.63078907, -80.28924524 25.63092243, -80.28919827 25.63099952, -80.288671 25.63165767, -80.28857314 25.63181535, -80.28852983 25.6319276, -80.28849807 25.63205397, -80.28844499 25.63250707, -80.28835807 25.63278078, -80.28833329 25.63303721, -80.28831561 25.6331017, -80.28825463 25.63322661, -80.28817247 25.63335273, -80.28806721 25.63345062, -80.28800846 25.63355226, -80.28795698 25.63373476, -80.28793186 25.63404742, -80.28791583 25.63413521, -80.28789094 25.6342017, -80.28782593 25.63427864, -80.28774622 25.6342813, -80.28766892 25.63421816, -80.28757223 25.63416959, -80.28745365 25.63406767, -80.28741576 25.63401953, -80.2873905 25.63395804, -80.28738182 25.63388003, -80.28739126 25.63383032, -80.28743757 25.63373599, -80.28749455 25.63369314, -80.28751488 25.63366882, -80.28759823 25.63348796, -80.28761326 25.63342169, -80.28759212 25.63335561, -80.28754272 25.63328367, -80.28746066 25.63323682, -80.28739481 25.63323318, -80.28730499 25.63325928, -80.28717757 25.63334521, -80.28711133 25.63339714, -80.28704047 25.63348335, -80.28695854 25.63352736, -80.28673637 25.63370622, -80.28667322 25.63376288, -80.28664164 25.63381676, -80.28662127 25.63396674, -80.28661916 25.63404766, -80.28660582 25.63410792, -80.28641353 25.63448036, -80.28637959 25.63474498, -80.28636921 25.6348959, -80.28637154 25.63561965, -80.28636052 25.63582931, -80.28634281 25.6359393, -80.2863046 25.63605598, -80.28616208 25.63635495, -80.28611793 25.63651302, -80.28598452 25.63689742, -80.2858421 25.63720521, -80.2857447 25.63744583, -80.28571067 25.63763457, -80.28569802 25.63791786, -80.285711 25.63803972, -80.28574343 25.63811941, -80.28593888 25.63845095, -80.28596878 25.63849584, -80.28601247 25.63852588, -80.28608354 25.63856351, -80.28627235 25.63862906, -80.28632187 25.63860196, -80.28638079 25.63855358, -80.28644869 25.63848575, -80.286515 25.63840157, -80.28671767 25.63798001, -80.28678962 25.63786851, -80.28688877 25.63779443, -80.28694865 25.63771456, -80.28704923 25.63755411, -80.28708802 25.63748719, -80.28715812 25.63722655, -80.28725453 25.63715245, -80.28748101 25.63687518, -80.28758349 25.63670169, -80.28768833 25.63659283, -80.28779429 25.63652936, -80.28800734 25.63643531, -80.28809608 25.63626673, -80.28809916 25.63620957, -80.28819813 25.63616531, -80.28824241 25.63609593, -80.28828195 25.63590225, -80.28833481 25.63577326, -80.28870932 25.63527159, -80.28915032 25.63465127, -80.28960065 25.63408873, -80.28986181 25.63393674, -80.29008423 25.63382873, -80.29016822 25.63380429, -80.29025708 25.63382218, -80.29043394 25.63397161, -80.29057851 25.63414393, -80.29069147 25.63437052, -80.29054004 25.63495608, -80.29062006 25.6351231, -80.29052059 25.63603272, -80.29044008 25.6362073, -80.29021579 25.63644335, -80.28995241 25.63655229, -80.28980526 25.63673454, -80.28982377 25.63697323, -80.28951964 25.63736425, -80.28935453 25.63740979, -80.28920513 25.63765032, -80.28920077 25.6379392, -80.2891833 25.63793791, -80.2891618 25.63795634, -80.28907097 25.6380036, -80.28886465 25.63817469, -80.28871361 25.63836674, -80.28857048 25.63858215, -80.28834853 25.63879895, -80.28824323 25.63894845, -80.2881877 25.6390089, -80.28804112 25.63914213, -80.2879794 25.63925077, -80.2879333 25.63938271, -80.28789885 25.63954328, -80.28780746 25.63967142, -80.28771248 25.63974061, -80.28753075 25.63982009, -80.28732173 25.63985121, -80.28724078 25.63987939, -80.28713999 25.63993248, -80.28712556 25.64003956, -80.28714261 25.64015395, -80.28716191 25.64022191, -80.2871551 25.64037368, -80.28712151 25.64038959, -80.28704654 25.64040708, -80.28697755 25.6404121, -80.28694198 25.64042979, -80.28689556 25.6406153, -80.28683585 25.6407168, -80.28675837 25.64082537, -80.28671484 25.6408573, -80.28660615 25.64091213, -80.28651334 25.6409474, -80.2864184 25.64100944, -80.2864181 25.64105945, -80.2863506 25.64114484, -80.28633091 25.64115473, -80.28627518 25.64114829, -80.28612463 25.64107357, -80.28597285 25.64097665, -80.28591056 25.64092826, -80.28588523 25.64088182, -80.28589918 25.6408551, -80.28592695 25.64082309, -80.28606556 25.6407059, -80.28615716 25.64054383, -80.28637491 25.64028201, -80.28643321 25.64018463, -80.28646464 25.64007665, -80.28644623 25.63993703, -80.2864086 25.63979383, -80.28640252 25.63956814, -80.286394 25.63953112, -80.28631139 25.63945941, -80.28624201 25.63936795, -80.28618479 25.63925208, -80.28619089 25.63914585, -80.28615923 25.63907967, -80.28611726 25.63903325, -80.28596921 25.63894273, -80.28570132 25.63867071, -80.28556498 25.638571, -80.28536687 25.63826703, -80.28532801 25.63818313, -80.28529863 25.63803203, -80.28534561 25.63727286, -80.28615491 25.63530383, -80.28620461 25.63510054, -80.28621783 25.6350041, -80.28624517 25.63466993, -80.28624746 25.63445289, -80.28623188 25.63423686, -80.28621282 25.63409055, -80.28619762 25.63378505, -80.2861677 25.63372913, -80.28616835 25.6336191, -80.28637441 25.63305125, -80.28645878 25.63291983, -80.28684007 25.63196149, -80.28701348 25.63149106, -80.28710218 25.63120914, -80.28717868 25.63086073, -80.28717432 25.63082333, -80.28714692 25.63080971, -80.28713315 25.63081379, -80.28705753 25.63101481, -80.28683013 25.63151404, -80.28678069 25.63174113, -80.28664478 25.63206642, -80.28652265 25.63238554, -80.28631879 25.63277589, -80.28630131 25.63282771, -80.2862974 25.63290658, -80.28620596 25.63307222, -80.28608504 25.6333789, -80.28587324 25.63375675, -80.28586023 25.63382728, -80.28592997 25.63403834, -80.28592758 25.6340539, -80.28591262 25.63406732, -80.28582913 25.63411668, -80.28582059 25.6341385, -80.28582923 25.6342247, -80.28573687 25.63435193, -80.28561496 25.63443957, -80.28550496 25.63445149, -80.28542679 25.63450301, -80.28538987 25.63454954, -80.28531238 25.63467788, -80.2850577 25.63514064, -80.28470614 25.63552715, -80.28463827 25.63557872, -80.28457059 25.63559812, -80.28450746 25.63558747, -80.28437812 25.63561274, -80.28437447 25.6356501, -80.28439544 25.63578099, -80.28436891 25.63581304, -80.28413103 25.63595513, -80.28402359 25.63611239, -80.2840041 25.63611644, -80.28400688 25.63603445, -80.28404207 25.63589449, -80.28406392 25.63587798, -80.28415798 25.63585249, -80.28418101 25.63582977, -80.28422345 25.63562652, -80.28426414 25.63552499, -80.28420153 25.6354624, -80.28430288 25.63536532, -80.28443859 25.63526633, -80.28452894 25.63528546, -80.28467274 25.63517509, -80.28478682 25.6350542, -80.2848343 25.63496516, -80.28487664 25.63477851, -80.28487239 25.63472348, -80.284815 25.63464869, -80.28476801 25.63456103, -80.28487754 25.63452498, -80.28489206 25.63449624, -80.28490385 25.63444024, -80.28487779 25.6343934, -80.28478291 25.63435466, -80.2847335 25.63439373, -80.28468956 25.63446618, -80.28463124 25.6344524, -80.28461787 25.63439005, -80.28464934 25.63429678, -80.28492781 25.63407081, -80.28496708 25.63401391, -80.28493765 25.63396251, -80.28486447 25.63393763, -80.28479224 25.63395285, -80.28475328 25.63396962, -80.28468199 25.63400732, -80.2846325 25.6340486, -80.28460155 25.63405364, -80.28449402 25.63403651, -80.28446537 25.63403948, -80.28444472 25.63404665, -80.28438713 25.63410138, -80.28434588 25.63410637, -80.28428655 25.63406975, -80.28423303 25.63398966, -80.28420485 25.63394478, -80.284153 25.63380646, -80.28411424 25.63377721, -80.28405709 25.63375928, -80.28403412 25.63377163, -80.28396125 25.63389272, -80.28394613 25.63393313, -80.28391627 25.63394752, -80.2838538 25.63386209, -80.28373626 25.633793, -80.28363571 25.63375618, -80.28356585 25.63375895, -80.28351643 25.63378881, -80.28347401 25.63384315, -80.28344254 25.63389018, -80.28342491 25.63396587, -80.28338813 25.63399242, -80.28343435 25.63784772, -80.28343886 25.6415266, -80.28344349 25.64525645), (-80.29158879 25.63761932, -80.29161469 25.63770951, -80.29161937 25.63784339, -80.29158852 25.63797297, -80.29148301 25.6381531, -80.28932192 25.63820702, -80.28930215 25.63770153, -80.28942996 25.63745349, -80.28956838 25.63743155, -80.28990633 25.63699779, -80.28987869 25.63676465, -80.2899999 25.63660523, -80.2903038 25.63647627, -80.29051006 25.63624143, -80.29059739 25.63600644, -80.29070534 25.63507253, -80.29063597 25.63490187, -80.29079604 25.63436251, -80.29086179 25.63431038, -80.29092383 25.63427672, -80.29098275 25.63425689, -80.29103108 25.63426469, -80.2911335 25.63429855, -80.2912409 25.63429245, -80.29131645 25.63431663, -80.29153008 25.63453393, -80.29168843 25.63470842, -80.29170346 25.63475059, -80.29169375 25.63480041, -80.29160306 25.63493149, -80.29155613 25.63503027, -80.29161133 25.63500848, -80.29171723 25.63498251, -80.29186555 25.63497696, -80.29196318 25.63499237, -80.29205645 25.6350226, -80.2921719 25.63508611, -80.29222546 25.635129, -80.29227348 25.63508388, -80.29243822 25.63508244, -80.29244309 25.63550369, -80.29245787 25.63550311, -80.29245976 25.63564418, -80.29244452 25.63564474, -80.29245146 25.63633416, -80.29159926 25.6363426, -80.29159315 25.6364177, -80.29157596 25.63646895, -80.29149411 25.63658737, -80.29149755 25.63675687, -80.29148896 25.63680591, -80.29140105 25.63694737, -80.29140202 25.63697042, -80.29143641 25.63703828, -80.29143998 25.63709513, -80.29142832 25.63713671, -80.29139001 25.63719178, -80.29138338 25.63721375, -80.29155131 25.63754112, -80.29158879 25.63761932), (-80.29003019 25.63368817, -80.28998034 25.63363285, -80.28991993 25.63358582, -80.28985236 25.63354902, -80.28977679 25.63352337, -80.2896594 25.63350824, -80.28958161 25.63351353, -80.28946986 25.63354364, -80.28939808 25.63357974, -80.28903268 25.63344476, -80.28901252 25.63292862, -80.28914739 25.63215015, -80.2892978 25.63148195, -80.2895745 25.63102952, -80.29028554 25.63115139, -80.29054403 25.63142967, -80.2905043 25.63146, -80.29036316 25.63144719, -80.29062915 25.63292764, -80.29047849 25.63325156, -80.29033946 25.63341407, -80.29020072 25.63367662, -80.29013399 25.63367137, -80.29007535 25.63367698, -80.29003019 25.63368817))"
S,"POLYGON((-80.2527703 25.70776172, -80.2527902 25.70836628, -80.25351561 25.70835244, -80.2535107 25.70774407, -80.2527703 25.70776172))"
S,"POLYGON((-80.2593806 25.70691165, -80.25933776 25.70696091, -80.25932693 25.70700174, -80.25931526 25.70712034, -80.25929896 25.70718191, -80.25924613 25.70729906, -80.25936498 25.70725695, -80.25948982 25.70723263, -80.26089617 25.7072301, -80.26086452 25.70624371, -80.26080325 25.70624637, -80.260803 25.70614709, -80.26076774 25.70619177, -80.26061495 25.70620056, -80.26052472 25.70618772, -80.26042339 25.70614517, -80.26016692 25.70658176, -80.2597218 25.70689246, -80.25944482 25.70688784, -80.2593806 25.70691165))"
S,"POLYGON((-80.26757491 25.69018178, -80.26762854 25.6902247, -80.26768979 25.69029474, -80.26766966 25.69035964, -80.26761252 25.69042487, -80.26750551 25.69048176, -80.26822938 25.69047585, -80.26806242 25.69043736, -80.26790681 25.69037261, -80.26783572 25.69032943, -80.26771073 25.69022356, -80.26759119 25.69015345, -80.26757491 25.69018178))"
S,"POLYGON((-80.25579969 25.73005128, -80.25583432 25.73004961, -80.25583768 25.73002538, -80.25585716 25.72999366, -80.25632434 25.72952403, -80.25635945 25.72950631, -80.2563771 25.72943486, -80.25576984 25.72945516, -80.25579969 25.73005128))"
S,"POLYGON((-80.25957503 25.68559819, -80.25956558 25.68562067, -80.25959701 25.68614719, -80.25960564 25.68619136, -80.25962535 25.68623254, -80.25965505 25.68626852, -80.25969317 25.68629736, -80.25973763 25.6863175, -80.25978605 25.68632786, -80.25983581 25.68632788, -80.26043133 25.68617696, -80.26052848 25.68613808, -80.26040109 25.6861139, -80.260277 25.68607838, -80.26015745 25.6860319, -80.26004365 25.68597491, -80.25993671 25.68590798, -80.25983772 25.68583177, -80.25974764 25.68574706, -80.25963071 25.68560529, -80.25959942 25.68558847, -80.25957503 25.68559819))"
S,"POLYGON((-80.25585528 25.73116171, -80.25604694 25.73114872, -80.25772323 25.72946298, -80.25877065 25.72863381, -80.26024854 25.72743838, -80.26047986 25.7274295, -80.26038461 25.72724476, -80.2602256 25.727018, -80.26012538 25.72707553, -80.25941251 25.72709943, -80.25935258 25.72615082, -80.25980206 25.7261259, -80.25984745 25.72610261, -80.25988095 25.72606649, -80.25990017 25.72599854, -80.25988995 25.72595238, -80.25986247 25.72591236, -80.25979695 25.72587449, -80.25974766 25.72586868, -80.25935061 25.72588988, -80.25929257 25.72494903, -80.25850912 25.7249874, -80.25867769 25.72749868, -80.25954982 25.7274652, -80.25954972 25.72754506, -80.25965642 25.72765138, -80.25926152 25.72797906, -80.25926611 25.72806314, -80.25889831 25.72807594, -80.25851372 25.72837714, -80.25851473 25.72839838, -80.25835541 25.72840479, -80.25836593 25.72866743, -80.25807715 25.72876415, -80.25819086 25.72888304, -80.25791143 25.72910653, -80.25777912 25.72910877, -80.25769201 25.72931442, -80.25714305 25.729478, -80.25730436 25.72960951, -80.2560913 25.73082138, -80.25602411 25.7308489, -80.25587658 25.73072967, -80.2558323 25.73070278, -80.25585115 25.73107918, -80.25585528 25.73116171))"
S,"POLYGON((-80.2589495 25.69173856, -80.25917716 25.69173332, -80.26032589 25.69153339, -80.2589223 25.69128596, -80.25892763 25.69137471, -80.2589495 25.69173856))"
S,"POLYGON((-80.27653291 25.68944233, -80.27637931 25.68962201, -80.27620887 25.68978891, -80.27602291 25.68994175, -80.27672786 25.68991629, -80.27670082 25.68919969, -80.27653291 25.68944233))"
S,"POLYGON((-80.25713126 25.70212575, -80.25725302 25.70220246, -80.25742704 25.70193131, -80.25746202 25.70186021, -80.2573693 25.70181214, -80.25713126 25.70212575))"
S,"POLYGON((-80.26432786 25.69968728, -80.26439721 25.69974369, -80.26484487 25.6997962, -80.26481644 25.69905102, -80.26481335 25.69905505, -80.26432786 25.69968728))"
S,"POLYGON((-80.28694378 25.63311863, -80.28689415 25.63318253, -80.28682518 25.63319964, -80.28680587 25.63321355, -80.28679606 25.63324666, -80.28681477 25.63329474, -80.28684295 25.63330948, -80.2868851 25.63329496, -80.28705288 25.63317962, -80.28706505 25.63314728, -80.28706132 25.63312763, -80.28702388 25.63310334, -80.28698459 25.63310029, -80.28694378 25.63311863))"
S,"POLYGON((-80.26970323 25.68593719, -80.2697931 25.68579146, -80.26984708 25.68572036, -80.26990835 25.68565425, -80.27002989 25.68554863, -80.27007338 25.68549548, -80.27010536 25.68543607, -80.27012474 25.68537239, -80.27012817 25.68528474, -80.27014906 25.68518366, -80.27019254 25.68507741, -80.27027741 25.68491838, -80.27031028 25.68480763, -80.27032262 25.68469352, -80.27031455 25.68453924, -80.2703329 25.68446136, -80.27037327 25.68439056, -80.27040089 25.68435938, -80.27046855 25.6843082, -80.27021427 25.68413274, -80.27012395 25.6840818, -80.27002446 25.68432165, -80.26988644 25.6852066, -80.26983072 25.68536046, -80.26977808 25.68548299, -80.26968813 25.68557659, -80.26950837 25.68574028, -80.26965944 25.68590171, -80.26970323 25.68593719))"
S,"POLYGON((-80.24760338 25.70225853, -80.2476469 25.70231312, -80.24768078 25.702373, -80.24774078 25.70251216, -80.24778364 25.70256684, -80.24783679 25.7026136, -80.24789848 25.70265089, -80.24796566 25.70267713, -80.24816306 25.70270636, -80.24828749 25.70273449, -80.24835209 25.70266436, -80.24757508 25.70216574, -80.24755122 25.70221047, -80.24760338 25.70225853))"
S,"POLYGON((-80.26781142 25.68999912, -80.26800681 25.6897055, -80.26800036 25.68913649, -80.26785958 25.68912687, -80.26779466 25.68916857, -80.26773773 25.68921824, -80.26767385 25.68937357, -80.26765027 25.68945368, -80.26762032 25.68961712, -80.26761367 25.68978268, -80.26761914 25.6898654, -80.26762872 25.68993753, -80.26775072 25.68998388, -80.26781142 25.68999912))"
S,"POLYGON((-80.24682042 25.69963111, -80.24671257 25.69965302, -80.24661156 25.69969355, -80.24652132 25.69975111, -80.24648135 25.6997856, -80.24641363 25.69986436, -80.24638655 25.69990785, -80.24634724 25.70000097, -80.24632892 25.70009921, -80.24632789 25.70014908, -80.24641384 25.70015187, -80.24747593 25.70006424, -80.24743401 25.69966758, -80.24743085 25.69957384, -80.24742437 25.69957446, -80.24682042 25.69963111))"
S,"POLYGON((-80.28764205 25.63219275, -80.28764077 25.63222957, -80.28765091 25.63224184, -80.28771379 25.63226659, -80.28775159 25.6322451, -80.28776092 25.63220365, -80.28774916 25.6321864, -80.28769706 25.63215494, -80.2876782 25.63215523, -80.28764205 25.63219275))"
