zone_code,geography
A-3c,"POLYGON((-80.1113801360548 26.2871977837443, -80.1114991315427 26.2871951208472, -80.1115089898842 26.2881457977566, -80.1124020294293 26.2881254993204, -80.1124201389814 26.2899256453513, -80.1125732583828 26.2899231747188, -80.1125358386003 26.2862626557979, -80.1113707052976 26.2862883345105, -80.1113801360548 26.2871977837443))"
A-5c,"POLYGON((-80.1365277635871 26.2766335250012, -80.1431683275389 26.2764845380228, -80.1431510311464 26.2755832704811, -80.1395681712847 26.2756660784836, -80.1395601254134 26.2749746289038, -80.1393250770813 26.2749802097295, -80.1367467153098 26.2750051387198, -80.1366638662011 26.2750071043104, -80.1366646560669 26.2750341648165, -80.1365841260176 26.2750360757176, -80.1365838137803 26.2750090072545, -80.1365090223748 26.2750107820568, -80.1365101644786 26.2751177916524, -80.1365277635871 26.2766335250012))"
A-5c,"POLYGON((-80.1480596090026 26.2781842522156, -80.1509921180687 26.2781220650474, -80.1509870988772 26.2779157899097, -80.1498522416432 26.2779398598545, -80.1498353896716 26.2772467719485, -80.1491089601695 26.2766113470685, -80.1480274058034 26.2766370763791, -80.1480596090026 26.2781842522156))"
ABA,"POLYGON((-80.1054588920244 26.123392654569, -80.1039794710551 26.1233954959157, -80.1038251389343 26.1244501039733, -80.1036977972285 26.1251874690387, -80.1035833995096 26.1260255012539, -80.1035487090792 26.1264776724148, -80.1033167061273 26.1330367622731, -80.103268144985 26.1337581097084, -80.1032630488402 26.1338017517191, -80.1043487665445 26.1337931500225, -80.1048357374909 26.1337754305623, -80.1048291427575 26.133262399201, -80.1053791648401 26.1332559216025, -80.1053706144264 26.1319533908284, -80.105344822177 26.1305388158399, -80.1053302258367 26.1294009658074, -80.1048795535871 26.1294112173708, -80.1047668770104 26.129415584272, -80.1047656736671 26.1290555774854, -80.1053244505463 26.1290430146821, -80.1054896349543 26.129041618925, -80.105466806122 26.1280042538072, -80.1058586198086 26.1279940618832, -80.105848451388 26.1274390345937, -80.1056147402936 26.1250114930029, -80.103902431767 26.1250373997207, -80.1039590767927 26.124894903988, -80.1040576616387 26.1247557333756, -80.1042622873949 26.1245226383763, -80.1045526799075 26.124260502711, -80.1046083373986 26.1242034328576, -80.105536145345 26.1241951115791, -80.1054588920244 26.123392654569))"
ABA,"POLYGON((-80.1045819986096 26.1192651812659, -80.1045783931304 26.1192885423721, -80.1056865833299 26.1192806389754, -80.1058976614558 26.1192750703299, -80.1058597180402 26.1186298714176, -80.105804889148 26.1183263929175, -80.1057496678121 26.1180744943406, -80.1057102039564 26.1176292566505, -80.105671624294 26.1170677900585, -80.1056752569755 26.1165906666559, -80.1056620307922 26.1163439098857, -80.1056363980138 26.1161624447354, -80.1055992675095 26.1159799559721, -80.1055794312751 26.1158988601466, -80.1055554542879 26.1158072143572, -80.1055383215211 26.1157711567448, -80.1055174437247 26.1156947686981, -80.10541653611 26.1153972796694, -80.1053830116157 26.1152898513699, -80.1053548257241 26.1151779991941, -80.105323055694 26.1150081203907, -80.1053123173663 26.1149206500226, -80.1053065108696 26.1148224287769, -80.1052911131579 26.1147132247717, -80.1052879353856 26.1146093217621, -80.1052886719808 26.1145126078556, -80.1052970716226 26.1144517628202, -80.1053014487624 26.1143980576081, -80.1053032765678 26.1141580625931, -80.1052551461791 26.1142258248363, -80.1051788865609 26.1143399817822, -80.1050905067126 26.1144827199027, -80.105012420125 26.114619847279, -80.1049533318819 26.114700981893, -80.1047697234521 26.1150765727147, -80.1047103086642 26.1156253946675, -80.1045819986096 26.1192651812659))"
AOD,"POLYGON((-80.0936771750862 26.2305077205866, -80.0930753190061 26.2304129630736, -80.0930911023455 26.2303314190182, -80.0923069813805 26.2302829507356, -80.0925239699724 26.2274275076683, -80.0896330776901 26.227248784259, -80.0896226480171 26.2273860130668, -80.0894789470879 26.2286731293746, -80.0894686270883 26.2288103642492, -80.0893239308321 26.2312290797708, -80.0892231677666 26.2316364686804, -80.0892991792512 26.2316412712209, -80.0892832907937 26.2319068733177, -80.0893542615631 26.231906407116, -80.089366988144 26.2318381183834, -80.0898244948703 26.2318334253458, -80.089237932074 26.2349804519292, -80.088783137627 26.2349755972489, -80.0885241929152 26.2363470973618, -80.0889743061696 26.2363529377717, -80.0889810296661 26.2363587117847, -80.0886213318021 26.2382884071801, -80.0889146004643 26.2382852196605, -80.0890076470157 26.2382027737162, -80.089104309502 26.2381237836843, -80.0894401081422 26.2378671224289, -80.08950945906 26.2378171004343, -80.0895762125187 26.2377642826473, -80.0896524823486 26.2376975681116, -80.0897246110106 26.2376272073796, -80.0897923845099 26.2375534092081, -80.0898556017742 26.2374763925519, -80.0899140752507 26.2373963859148, -80.0922634871267 26.2373727409819, -80.0930576688384 26.2335722740383, -80.0934280281408 26.2318222766809, -80.0936824708823 26.2305077539971, -80.0936788306233 26.2304991682625, -80.0936771750862 26.2305077205866))"
AT,"POLYGON((-80.1436872343687 26.0631490850671, -80.1427436144716 26.0668366314417, -80.1426694184312 26.0668211450236, -80.1398027436073 26.0780221597937, -80.139753296961 26.0782282716059, -80.1397248791436 26.0783609727246, -80.1396757622102 26.0786276142185, -80.1396369895045 26.078895644216, -80.139621486024 26.0790300750014, -80.1395982912783 26.0792995698547, -80.1395906046555 26.0794345482044, -80.1395836352896 26.0796585483817, -80.139583241049 26.0798364186616, -80.1395873708363 26.0800142419126, -80.139596024293 26.0801919332878, -80.1396099708106 26.0803782724956, -80.1396288874951 26.08056425052, -80.1396515203423 26.0807409367334, -80.1396801066682 26.0809259046463, -80.1397118627212 26.0811011361117, -80.1400994336172 26.0811435393262, -80.1404888518328 26.0811799312404, -80.1408789099159 26.0812101746706, -80.1412694978791 26.0812342671504, -80.1416604867842 26.0812522006862, -80.142051767695 26.0812639655996, -80.1424432126066 26.0812695629312, -80.1428347115564 26.0812689866093, -80.1434066612957 26.0812570513399, -80.1484405127194 26.0812269737803, -80.152362220144 26.0811679021247, -80.154489439389 26.0811184880672, -80.1577906386249 26.0810840382578, -80.1662953257748 26.0808884430465, -80.1663939832967 26.0808638034821, -80.1665110578925 26.0808252961091, -80.1666239717513 26.080777721367, -80.1667107267231 26.0807333729553, -80.1668140111094 26.0806704314821, -80.1669108254973 26.0805996034792, -80.167000435472 26.080521421769, -80.1670664750674 26.0804539821096, -80.1670975011054 26.0804187420442, -80.1671951990753 26.0802741505816, -80.1672694558699 26.080153954788, -80.1673720235041 26.0799694563096, -80.1674637598277 26.0797803641313, -80.1674884065299 26.0796700163133, -80.1675562251624 26.0795493607665, -80.1676190661427 26.0794301251423, -80.1676779698635 26.0793107683807, -80.1677364000092 26.079183738492, -80.1677953927353 26.079182613962, -80.1677916678138 26.079023195432, -80.1678353275637 26.0788944312013, -80.1678769067 26.0787592491371, -80.1678655119597 26.0782719147074, -80.1678199434983 26.0780684421196, -80.1677783169606 26.0778642855171, -80.1677406399134 26.0776595027133, -80.167693860684 26.0773671287785, -80.164775011083 26.077422776143, -80.1647734097326 26.0773264928727, -80.1678258243343 26.0772682999848, -80.1656223228517 26.0695440601866, -80.1657520758304 26.0695137220004, -80.1655841137619 26.0689277965965, -80.1654543623939 26.0689581346543, -80.1652825192546 26.0683586256424, -80.1639955044496 26.0683107013828, -80.1627397520868 26.0676442374525, -80.1624070343631 26.0673582867109, -80.1608911848353 26.0655971550414, -80.1587480754194 26.0629309425347, -80.1521292350885 26.0631600105973, -80.1440069879834 26.0631497340226, -80.1436872343687 26.0631490850671))"
AT,"POLYGON((-80.14659635404 26.0630890408266, -80.1470534145436 26.0630896222389, -80.1470033278121 26.061335131811, -80.1465463314714 26.0613364272671, -80.14659635404 26.0630890408266))"
AT,"POLYGON((-80.1414141879461 26.070504284001, -80.1416960780347 26.0705022932115, -80.1426381103262 26.0668212225408, -80.1426694184312 26.0668211450236, -80.1436091184886 26.0631489283446, -80.1433321093751 26.0631483653091, -80.1432447957285 26.0632878493501, -80.1431127394589 26.0634819172422, -80.1429655403194 26.0636815101738, -80.1428107212824 26.0638763424548, -80.1427305089432 26.0639718969468, -80.142564609537 26.0641591443946, -80.1423915741201 26.0643410500187, -80.1422116132248 26.0645173839781, -80.1420412931881 26.0646734808204, -80.1379608214833 26.0682368469056, -80.1378140108174 26.068368417956, -80.1376192743947 26.0685538144799, -80.1375246196471 26.0686487849211, -80.1373408919809 26.0688431348123, -80.1371647845272 26.0690431532591, -80.13706806319 26.069159399869, -80.1369692636436 26.0692831797567, -80.1368102592374 26.0694945627548, -80.1367338449133 26.0696021013373, -80.1365873041653 26.0698207099852, -80.1364843347316 26.069985620926, -80.1363861392023 26.0701528900511, -80.1362927837586 26.070322404659, -80.1362043313217 26.0704940505352, -80.1361039652873 26.0707040924566, -80.1360364806244 26.0708562384844, -80.1359500288613 26.0710676126323, -80.1358844252035 26.0712427868428, -80.1358237556811 26.0714194056507, -80.1357680592494 26.0715973557152, -80.1357173716728 26.0717765228405, -80.1356717255018 26.0719567920494, -80.135642710281 26.072081858219, -80.1356027207284 26.0722819851188, -80.1355754861857 26.0724357810123, -80.1355515927178 26.0725931053418, -80.1355241708595 26.0728206355447, -80.1355135901402 26.0729339926581, -80.1354986577805 26.073148677032, -80.1354911853262 26.0733402216299, -80.1354892775268 26.0735318773322, -80.1354929357218 26.0737235123071, -80.135502157422 26.0739149947363, -80.1355169363114 26.0741061929059, -80.135537262251 26.0742969752968, -80.1355603151065 26.0744684476277, -80.1356106207383 26.0747630784593, -80.1356642840584 26.07501398647, -80.1357276118037 26.0752630523809, -80.1358005302988 26.0755099733665, -80.1358405538341 26.0756325313826, -80.1359276788512 26.0758756643359, -80.1360241483661 26.0761159071065, -80.1361298397031 26.0763529592776, -80.1361861041212 26.0764701997398, -80.1363053928162 26.0767019338346, -80.1363683776639 26.076816354115, -80.1365009276895 26.0770421308354, -80.1366421252763 26.0772635923989, -80.1367917985457 26.0774804669713, -80.1368697554457 26.0775871032228, -80.1369497595508 26.07769249255, -80.1371158172954 26.0778994134315, -80.1373071926153 26.0781204668981, -80.1374577952515 26.0782828633597, -80.1380426859386 26.0788903032796, -80.1382204628258 26.079085948127, -80.1383271985223 26.0792113708734, -80.1384333634628 26.079342700386, -80.138531490364 26.0794704002787, -80.1386257356115 26.079599582468, -80.1387180685874 26.0795973439275, -80.1386260092425 26.0795997501813, -80.1387610331687 26.0797979714137, -80.1388853111065 26.0799957718352, -80.1389451615285 26.0797835487109, -80.1390390187836 26.0797830971982, -80.1390775607702 26.0796282408946, -80.1414141879461 26.070504284001))"
AT,"POLYGON((-80.1298401540846 26.0704531414453, -80.1301448195674 26.0704465051307, -80.1301500274472 26.070594861469, -80.1315619905041 26.0705540768961, -80.1315573912525 26.0704167233748, -80.1318618588758 26.0704100696038, -80.131745329573 26.0670250054983, -80.1316539667652 26.0670273900194, -80.1315236954422 26.063243637667, -80.129585828535 26.0632954320211, -80.1297844617493 26.0688860299727, -80.1298401540846 26.0704531414453))"
AT,"POLYGON((-80.1624793050528 26.0667809416323, -80.162425726188 26.0646385058194, -80.1607278660243 26.0646947016667, -80.1624793050528 26.0667809416323))"
AT,"POLYGON((-80.1465936793219 26.0630842790974, -80.146543658785 26.0613316664512, -80.144149169717 26.0613384121379, -80.1437205657259 26.0630133051284, -80.1437797309181 26.0630806603526, -80.1465936793219 26.0630842790974))"
AT,"POLYGON((-80.1365329276172 26.066918299942, -80.135796927087 26.0669200923603, -80.1319279727518 26.0670203016765, -80.13204315205 26.0703644443603, -80.132529930094 26.0703522716341, -80.1325538932922 26.0702677306617, -80.1325811231289 26.0701839196747, -80.1326115254285 26.0701011404776, -80.1326451388992 26.0700192931117, -80.1326819331172 26.0699385723546, -80.1327217446697 26.0698590467218, -80.1327646655213 26.0697808485439, -80.132823516281 26.0696834547371, -80.1328731737428 26.0696085418792, -80.1329256254777 26.0695352551406, -80.1329809326453 26.0694637031982, -80.133038985234 26.0693938962188, -80.1330996634214 26.069325955331, -80.1331629167663 26.0692599443131, -80.1332286820384 26.0691960351795, -80.1332969006876 26.0691341716136, -80.1334036160064 26.0690455667218, -80.1334775664234 26.0689893489893, -80.1335523670102 26.0689362873164, -80.1354861180586 26.0676141660834, -80.1358737774098 26.067353295076, -80.1362649331426 26.0670942951612, -80.1365329276172 26.066918299942))"
AT,"POLYGON((-80.1316972241826 26.0744869512361, -80.1316939027163 26.0743906856885, -80.1312307286537 26.0744019215288, -80.1308916382998 26.0754519203658, -80.1307876228714 26.0754544436985, -80.1307459898677 26.0755835097357, -80.1309025809599 26.0756266707878, -80.1308858539472 26.0779372565578, -80.1314823618188 26.0766207604721, -80.1319032010499 26.0753145220819, -80.1319521244504 26.0751548633739, -80.1320044700368 26.0749663130295, -80.131988926971 26.0744798234152, -80.1316972241826 26.0744869512361))"
AT,"POLYGON((-80.1635060844803 26.0669497643516, -80.1647751299322 26.0671294274359, -80.1641496874838 26.0649560475666, -80.1634592811519 26.0650453689016, -80.1635060844803 26.0669497643516))"
AT,"POLYGON((-80.1317063270143 26.0632387633503, -80.1318286779112 26.0667909543688, -80.1318347536627 26.0668141896779, -80.1318475232598 26.066832408873, -80.1318602853249 26.0668428412499, -80.131875368916 26.0668504317527, -80.1318931564421 26.0668549570304, -80.1319068686217 26.0668556722608, -80.1357916511548 26.0667551258685, -80.1367851190966 26.0667526690505, -80.1387096587501 26.0654886414815, -80.1414173956911 26.0634344659067, -80.1410645018943 26.0634336960632, -80.1413717517297 26.0631817225892, -80.1417004669913 26.0631850394194, -80.1422767103717 26.0629734460956, -80.1427089756126 26.0624489909463, -80.143090446249 26.0618908092166, -80.1432603133984 26.0614741211019, -80.1425854346735 26.060637884462, -80.1404177121902 26.0625701549883, -80.1398265373024 26.0625689156402, -80.1398411340002 26.0631412253682, -80.1395917647787 26.0631406971662, -80.1395915973911 26.0632095523992, -80.1395997895907 26.063209477592, -80.1396079668005 26.0633746040328, -80.1397296956154 26.0634819583419, -80.1397527744414 26.0642743252469, -80.1397512272041 26.0643101919139, -80.1397451049116 26.0643433225823, -80.1397326984915 26.0643800316239, -80.1397147586198 26.0644148257378, -80.1396916300455 26.0644470246072, -80.1396637660555 26.0644760018159, -80.1392628254672 26.0647815139049, -80.1378025806028 26.0645744702991, -80.1377585270449 26.0631369757057, -80.1356757740429 26.0631325895155, -80.1332341470886 26.0631979357526, -80.1317063270143 26.0632387633503))"
B-1,"POLYGON((-80.120182175222 26.1767999806624, -80.1195952535181 26.1768113460324, -80.1196702575836 26.1802346286201, -80.1196775522886 26.1804825547122, -80.1196763877581 26.180637471857, -80.119642536096 26.180876883191, -80.1195945763084 26.181165785197, -80.1195044161451 26.1815866302342, -80.1194006357739 26.1819916934263, -80.1192320454341 26.1824905536366, -80.1190957335655 26.182869224639, -80.1188452230962 26.1834472691066, -80.1210561307601 26.183414609563, -80.1210356427578 26.183047050051, -80.1209214391724 26.1830473439473, -80.1202702781132 26.1830629649313, -80.1203812357499 26.1827881994423, -80.1205409148423 26.1822748855335, -80.1205795334322 26.182244557744, -80.1205755675244 26.1821711801449, -80.12049651587 26.1821727341516, -80.1204432585426 26.182109177612, -80.1201067994309 26.1821154363063, -80.1201737971589 26.1818427063876, -80.1203410372264 26.1818372444471, -80.1203112746813 26.1807575221678, -80.120330147397 26.1807416458388, -80.1203065167243 26.1805544575797, -80.1202422157704 26.1781626094427, -80.1201966316567 26.177308092764, -80.120182175222 26.1767999806624))"
B-1,"POLYGON((-80.1114367370354 26.3146169128038, -80.1114636526463 26.3161829950602, -80.1116151536648 26.3161322772158, -80.1117600155558 26.3161030940492, -80.1121275037039 26.3160602503435, -80.1124057578928 26.3160469340789, -80.1130332512566 26.3160420525276, -80.1130081907915 26.3145850304057, -80.1114367370354 26.3146169128038))"
B-1,"POLYGON((-80.1218511757397 26.1679437770048, -80.1219241273273 26.1677533209413, -80.1219549192854 26.1675365865033, -80.1219847470622 26.1674622822417, -80.1220968273435 26.1673098182665, -80.1222370940901 26.1671279422678, -80.1214565488269 26.1671445993741, -80.121449242089 26.1679532531507, -80.1218511757397 26.1679437770048))"
B-1,"POLYGON((-80.1748760550644 25.9841498527443, -80.1724491093605 25.9842127911043, -80.1724443862457 25.9840587878777, -80.1719261401745 25.98407190161, -80.1719359499751 25.9843751192257, -80.1707996526101 25.984404405745, -80.1708081659029 25.984667637891, -80.1748892437327 25.9845622226061, -80.1748760550644 25.9841498527443))"
