county,zoning_source,zone_code,geometry,fillColor,stroke,stroke-width
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71118479 27.82282907, -82.71219024 27.82282733, -82.71218469 27.82207019, -82.7113958 27.82207163, -82.71139644 27.82234668, -82.71148912 27.82234651, -82.71150726 27.82235522, -82.71154951 27.82239753, -82.71156588 27.82245504, -82.71156006 27.82249472, -82.71152072 27.82254936, -82.71148133 27.82257149, -82.71142792 27.82258118, -82.71135302 27.82256731, -82.71130682 27.82254166, -82.71127028 27.82250348, -82.71124861 27.82246013, -82.71124191 27.82241649, -82.71124112 27.82207191, -82.71063812 27.82207301, -82.71064014 27.82234805, -82.71068493 27.82239364, -82.71070009 27.82243372, -82.71070134 27.82247656, -82.71068854 27.82251649, -82.71064901 27.82256343, -82.71059592 27.82258985, -82.71054676 27.82259663, -82.71049772 27.82258912, -82.71045481 27.82256892, -82.71042038 27.82253629, -82.71039497 27.8224782, -82.71039524 27.82243809, -82.71041913 27.82238324, -82.71048571 27.82238311, -82.71048243 27.82193578, -82.71011047 27.82193629, -82.71011705 27.82283112, -82.71118479 27.82282907))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71331661 27.80888379, -82.71347746 27.80888314, -82.71347787 27.80860219, -82.71324004 27.80860313, -82.71324228 27.80882711, -82.71327024 27.80886752, -82.71331661 27.80888379))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71809826 27.81105333, -82.71809802 27.81123211, -82.71839248 27.81122979, -82.71839337 27.81105055, -82.71809826 27.81105333))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71956642 27.81002778, -82.7200315 27.81002557, -82.72003188 27.80976488, -82.7195668 27.80976674, -82.71956642 27.81002778))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.72247129 27.81184061, -82.72803417 27.81181093, -82.72804471 27.81082407, -82.72784902 27.81082538, -82.72780712 27.81085108, -82.72779667 27.81087925, -82.72779176 27.81133776, -82.72778088 27.81139742, -82.72775126 27.81145033, -82.72770368 27.81149324, -82.72760963 27.81152945, -82.72298701 27.81155005, -82.72291382 27.81152784, -82.72285619 27.81148741, -82.72281901 27.81143509, -82.72280252 27.81138106, -82.72280486 27.81087433, -82.72283851 27.81079735, -82.72287833 27.8107576, -82.72265747 27.81042686, -82.72247638 27.81042762, -82.72247129 27.81184061))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.70943684 27.82283208, -82.70949831 27.8228321, -82.70948943 27.82162517, -82.70918006 27.82162546, -82.70918894 27.82283259, -82.70943684 27.82283208))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71635184 27.81187418, -82.71651397 27.81187348, -82.71651408 27.81159823, -82.71630715 27.81160251, -82.7162208 27.81162841, -82.7161454 27.81167782, -82.71635184 27.81187418))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71503525 27.81328553, -82.71503473 27.81357632, -82.71523271 27.81357506, -82.71523323 27.81328444, -82.71503525 27.81328553))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71066758 27.82171575, -82.71067396 27.82193543, -82.71166703 27.82193361, -82.71166503 27.8216598, -82.71066599 27.82166072, -82.71066758 27.82171575))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71278866 27.80832461, -82.71275567 27.80833453, -82.7127548 27.80891865, -82.71305381 27.80891748, -82.71305479 27.80839178, -82.71304863 27.80836718, -82.71302492 27.80833775, -82.71298973 27.80832398, -82.71278866 27.80832461))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.70970523 27.81942733, -82.70970518 27.81945546, -82.71016923 27.8194553, -82.71016958 27.81919675, -82.70970554 27.81919691, -82.70970523 27.81942733))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71543121 27.81328336, -82.71543068 27.81357379, -82.71562866 27.81357253, -82.71562918 27.81328227, -82.71543121 27.81328336))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71485505 27.81086439, -82.71483226 27.81086683, -82.71480223 27.81088322, -82.71478785 27.81090106, -82.7147782 27.81093388, -82.71477664 27.81208953, -82.71479241 27.81213207, -82.71481972 27.8121528, -82.71484201 27.81215836, -82.71582587 27.81215298, -82.71587362 27.81213816, -82.7158968 27.81210825, -82.71590241 27.81208349, -82.71590442 27.8118289, -82.71592189 27.81174853, -82.71596323 27.81166254, -82.71602431 27.81158924, -82.71602662 27.81085789, -82.71485505 27.81086439))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.70999371 27.82283112, -82.71011705 27.82283112, -82.71010818 27.82162461, -82.70948943 27.82162517, -82.70949831 27.8228321, -82.70999371 27.82283112))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.70991806 27.81219552, -82.7099157 27.81290131, -82.71211482 27.81290517, -82.71211527 27.81263012, -82.71022339 27.81262681, -82.71021925 27.81198106, -82.70991917 27.81197991, -82.70991806 27.81219552))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.72325108 27.80994306, -82.72347689 27.80994211, -82.72347915 27.80956164, -82.72325334 27.80956253, -82.72325108 27.80994306))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.70823201 27.81312006, -82.7082281 27.81357292, -82.70972851 27.81358033, -82.70972812 27.81304535, -82.70863 27.81303416, -82.7085813 27.8130107, -82.70855799 27.81298295, -82.70854779 27.81295544, -82.70855048 27.81291178, -82.70856568 27.81288362, -82.70859104 27.81285987, -82.70862256 27.81284526, -82.70869172 27.8128458, -82.70873707 27.81287166, -82.70895362 27.81287244, -82.70895581 27.81225716, -82.70873 27.81225832, -82.7086799 27.81227368, -82.70864489 27.8122714, -82.70858732 27.81224021, -82.7085691 27.81221521, -82.70855972 27.81217339, -82.70857254 27.81213045, -82.70859344 27.81210524, -82.70865396 27.81207874, -82.70870648 27.81208333, -82.70873824 27.81209875, -82.70895787 27.81209797, -82.70895399 27.81150077, -82.70873436 27.81150462, -82.70869476 27.81151843, -82.70865282 27.81151822, -82.70861764 27.81150641, -82.70859167 27.81148733, -82.70857258 27.81146136, -82.70856291 27.8114175, -82.70856907 27.81138802, -82.70858608 27.81136078, -82.70861234 27.81133888, -82.70864398 27.81132594, -82.70895905 27.81132746, -82.70895861 27.81078285, -82.70863745 27.81079592, -82.70842904 27.8108524, -82.70825174 27.81086866, -82.70823201 27.81312006))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.70991385 27.81331113, -82.70991258 27.81358893, -82.71211369 27.81359279, -82.71211459 27.81304269, -82.70991509 27.81303883, -82.70991385 27.81331113))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71352512 27.81188988, -82.71352782 27.81216466, -82.71374436 27.81216346, -82.71374165 27.81188868, -82.71352512 27.81188988))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71978991 27.80960119, -82.7200219 27.80960028, -82.72002217 27.80931154, -82.71979017 27.8093125, -82.71978991 27.80960119))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.72257086 27.80994592, -82.72280874 27.80994492, -82.722811 27.80956426, -82.7225722 27.80956519, -82.72257086 27.80994592))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.72507917 27.80993543, -82.7252957 27.80993452, -82.72529796 27.80955456, -82.72508141 27.8095554, -82.72507917 27.80993543))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71625669 27.81390943, -82.71624586 27.81386854, -82.7162214 27.81384788, -82.71620067 27.81384225, -82.71433877 27.81385582, -82.71433944 27.81434673, -82.71458721 27.81438027, -82.71497293 27.8144866, -82.71519432 27.81452033, -82.71533052 27.81452594, -82.71620191 27.81452297, -82.71624055 27.81449865, -82.71625744 27.81445623, -82.71625669 27.81390943))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71305549 27.81329637, -82.71305497 27.81358897, -82.71325295 27.81358771, -82.71325346 27.81329528, -82.71305549 27.81329637))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.72057608 27.82005595, -82.72088544 27.82005483, -82.72088565 27.81987589, -82.72057629 27.81987717, -82.72057608 27.82005595))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.72301905 27.81071138, -82.72804717 27.8106902, -82.7280492 27.81040416, -82.72293587 27.8104257, -82.72301905 27.81071138))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.71601648 27.81328014, -82.71625714 27.81327883, -82.71625746 27.81305879, -82.7162451 27.81302309, -82.71622754 27.81300482, -82.71619236 27.81299107, -82.71601658 27.81299164, -82.71601648 27.81328014))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,RS-7.5,"POLYGON((-82.70911919 27.81099846, -82.70911758 27.81287246, -82.70972645 27.81287723, -82.70973258 27.81087789, -82.70972635 27.81084685, -82.70971071 27.81081933, -82.70968724 27.81079808, -82.70965829 27.81078526, -82.70961621 27.81078222, -82.70961651 27.81077136, -82.70942576 27.81077238, -82.70942571 27.81078338, -82.70911948 27.81078478, -82.70911919 27.81099846))","rgb(172,178,199)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.71406245 27.82373319, -82.71407748 27.82373896, -82.71406841 27.82383098, -82.71410704 27.82386825, -82.71411344 27.82393028, -82.71413533 27.82399532, -82.71410535 27.82411272, -82.71407016 27.82417144, -82.71399237 27.82425092, -82.71388312 27.82433958, -82.71381518 27.82435945, -82.71380214 27.82439012, -82.71381571 27.82444007, -82.71384031 27.8244763, -82.71392113 27.82451912, -82.71400319 27.82451594, -82.71409396 27.82450009, -82.71416307 27.82446715, -82.71418418 27.82436957, -82.71420227 27.82408978, -82.71420182 27.82397624, -82.71416955 27.82381765, -82.71419953 27.82374606, -82.71419478 27.82346235, -82.71417686 27.82335432, -82.71416916 27.82334395, -82.71410165 27.82334138, -82.7140512 27.82329884, -82.71400721 27.82329803, -82.71395935 27.82331375, -82.71392725 27.82334289, -82.7139243 27.82337986, -82.71393775 27.82342466, -82.71393779 27.82353416, -82.71392514 27.82365543, -82.71394139 27.8237162, -82.71397227 27.82376624, -82.71398281 27.82376653, -82.71400115 27.82373153, -82.71406245 27.82373319))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.71537058 27.81835376, -82.71540797 27.81836618, -82.71551155 27.81834667, -82.71568849 27.81834376, -82.71581577 27.81832727, -82.71596308 27.81832639, -82.71601312 27.818318, -82.71609941 27.8183258, -82.71615152 27.81831178, -82.71622538 27.81831139, -82.71628728 27.81834408, -82.71645362 27.81832431, -82.71664374 27.81832074, -82.71687274 27.81833221, -82.71702034 27.81832428, -82.71706628 27.81828296, -82.71708105 27.81820638, -82.71708312 27.81808436, -82.71706354 27.81792454, -82.7170383 27.81785092, -82.71698552 27.81782111, -82.71689002 27.81782436, -82.71685013 27.81784365, -82.71667146 27.81784166, -82.71660679 27.81782841, -82.7163666 27.81785149, -82.71615403 27.81783884, -82.71604946 27.81784471, -82.71593543 27.81786715, -82.71583122 27.81794126, -82.71579452 27.81794695, -82.71576705 27.81797442, -82.71557395 27.81810109, -82.71552799 27.81813966, -82.71544564 27.81823052, -82.71540248 27.81825274, -82.71532592 27.81831314, -82.71533133 27.81833299, -82.71537058 27.81835376))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.71047849 27.81141316, -82.71052495 27.81142117, -82.71055273 27.81141278, -82.71059298 27.81141807, -82.7106949 27.81139279, -82.71073209 27.8114036, -82.71093627 27.8114053, -82.7110106 27.81141867, -82.71109711 27.81140172, -82.71114048 27.8114125, -82.71129817 27.81140069, -82.71141272 27.81141385, -82.71153338 27.81141598, -82.7115796 27.81138823, -82.71161328 27.8113358, -82.71160007 27.81120659, -82.71154925 27.81100331, -82.71159185 27.81089582, -82.71159475 27.81086555, -82.71156367 27.81084371, -82.71141803 27.81080595, -82.71128509 27.81081764, -82.71086731 27.81079229, -82.71061025 27.8107441, -82.71052363 27.81074455, -82.71044328 27.81075596, -82.71039709 27.81078921, -82.71033916 27.81091878, -82.71030608 27.81106473, -82.7103166 27.81125446, -82.71033557 27.81131763, -82.71036055 27.81135326, -82.71041029 27.81139151, -82.71047849 27.81141316))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.71798147 27.81420603, -82.71785451 27.81421974, -82.71771171 27.81425397, -82.71768332 27.81434957, -82.71766694 27.81443504, -82.71764465 27.81479397, -82.71767589 27.81519281, -82.71767672 27.81542712, -82.717722 27.81546329, -82.71797657 27.8154781, -82.71822602 27.81546274, -82.7182658 27.81537042, -82.71826212 27.81528019, -82.71827671 27.81517628, -82.71828383 27.81503628, -82.7182884 27.81484072, -82.71828231 27.81476367, -82.71830911 27.81464571, -82.71830935 27.81454109, -82.71832555 27.8143181, -82.71830764 27.81428155, -82.71825217 27.81422347, -82.7180996 27.81420245, -82.71798147 27.81420603))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.72451774 27.81299048, -82.72457948 27.8129709, -82.72464753 27.81297054, -82.72467517 27.81294014, -82.72470905 27.81291796, -82.7247554 27.81290946, -82.7247925 27.81290652, -82.72485139 27.81292271, -82.72486694 27.81293638, -82.72490097 27.8129362, -82.7249971 27.81297146, -82.72504034 27.81296023, -82.72511156 27.81297085, -82.72517022 27.81295404, -82.72521981 27.81296753, -82.72532156 27.81291749, -82.72534594 27.81286235, -82.72535491 27.81281554, -82.72533906 27.81275787, -82.72535129 27.8127358, -82.72533877 27.81271386, -82.72533851 27.81267535, -82.72535383 27.81265327, -82.72535543 27.81242771, -82.72535202 27.81238097, -82.72533319 27.81233981, -82.72524948 27.81231275, -82.72517215 27.81231315, -82.7251073 27.81233, -82.72505468 27.81232477, -82.72491209 27.81228151, -82.72484107 27.81230114, -82.72479763 27.81228212, -82.72475751 27.81229608, -82.72471413 27.8122853, -82.72464313 27.81230768, -82.72456891 27.81231082, -82.72446399 27.81234988, -82.72438384 27.81239156, -82.72436548 27.81242191, -82.72431309 27.81245244, -82.72428543 27.81248009, -82.72427333 27.81252142, -82.72423942 27.8125381, -82.72420866 27.81256576, -82.72422462 27.81263995, -82.72419067 27.81265113, -82.72416609 27.81267601, -82.72416012 27.81270905, -82.72418518 27.81275568, -82.72419786 27.81280237, -82.72418887 27.81284642, -82.72420148 27.81288212, -82.72423266 27.81291771, -82.72424217 27.81295342, -82.72423924 27.81297819, -82.7242857 27.81298619, -82.72439082 27.81297739, -82.7244342 27.81298816, -82.72451774 27.81299048))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.71148109 27.81611496, -82.71155889 27.81613617, -82.71163932 27.81613051, -82.71171337 27.8160986, -82.71175924 27.81605838, -82.71180182 27.81597782, -82.71180671 27.81591687, -82.71179186 27.81585755, -82.71173756 27.81578348, -82.71168314 27.81574789, -82.71161801 27.81572708, -82.71133222 27.81572265, -82.71123181 27.81571316, -82.71113489 27.81568527, -82.71104002 27.81563702, -82.71095447 27.81556482, -82.71088909 27.81547395, -82.71086525 27.81542319, -82.71085082 27.81537713, -82.71083932 27.81528147, -82.71086308 27.81513804, -82.71086204 27.81507851, -82.71084265 27.81502222, -82.7108004 27.81496724, -82.71074675 27.81492962, -82.71068823 27.81490821, -82.71043306 27.81486068, -82.7103623 27.81486747, -82.71029212 27.81490546, -82.71025026 27.81496437, -82.71024042 27.81501181, -82.71024299 27.81528613, -82.71025994 27.81539839, -82.71029335 27.81550619, -82.7103428 27.81560885, -82.71040693 27.81570434, -82.7104856 27.81579198, -82.7105765 27.81586906, -82.71067776 27.81593459, -82.71084714 27.81600816, -82.71096796 27.81603977, -82.71110565 27.81605755, -82.71140035 27.81605107, -82.71142359 27.81607675, -82.71148109 27.81611496))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.71303745 27.82413096, -82.71324939 27.82413061, -82.71328719 27.82404741, -82.71329408 27.82399151, -82.71328973 27.82394812, -82.71326326 27.82392179, -82.71321515 27.82391189, -82.71316456 27.82392281, -82.71309046 27.82396119, -82.71306576 27.8240122, -82.71303745 27.82413096))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.71283639 27.81517433, -82.71300252 27.81523534, -82.7131825 27.81525101, -82.71327819 27.81527785, -82.71334887 27.81532199, -82.71337146 27.81534871, -82.71342198 27.81545521, -82.7134472 27.81548835, -82.7134962 27.81553132, -82.7136165 27.8155362, -82.7137298 27.81551907, -82.71379509 27.81549694, -82.71384103 27.81545579, -82.71385082 27.81542341, -82.71389608 27.81537097, -82.71396629 27.81532705, -82.71401031 27.81528126, -82.71406108 27.81525231, -82.7141698 27.81513911, -82.71431203 27.81504335, -82.71436691 27.81503033, -82.71440051 27.81499025, -82.71441785 27.81493796, -82.71438294 27.81489882, -82.71431986 27.81487818, -82.71424901 27.81486884, -82.71396238 27.8148839, -82.71368179 27.81487676, -82.71329317 27.81484835, -82.71286478 27.81487148, -82.71280929 27.81492503, -82.71279793 27.8149544, -82.71278924 27.81504487, -82.71283639 27.81517433))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.70955739 27.81866286, -82.70970978 27.81866978, -82.70975039 27.81865849, -82.709831 27.81866907, -82.70988053 27.81864798, -82.70991019 27.81860984, -82.70992692 27.81855468, -82.70992119 27.8184712, -82.70993603 27.81837485, -82.70990869 27.81797616, -82.70989624 27.81796522, -82.70973232 27.81797157, -82.70930844 27.81796275, -82.7092497 27.81796855, -82.70897119 27.81795623, -82.70886302 27.81797329, -82.70882291 27.81799, -82.70880138 27.81800936, -82.70878315 27.81803678, -82.70877127 27.81813604, -82.70873792 27.81824073, -82.70872315 27.81834808, -82.70872961 27.81838931, -82.70877288 27.81850536, -82.70875541 27.81855146, -82.7087619 27.81859818, -82.70876823 27.81862015, -82.70878969 27.81864272, -82.70880993 27.8186588, -82.70883606 27.81866087, -82.70899326 27.81865696, -82.7091769 27.81866756, -82.70928016 27.81865865, -82.70939654 27.81866643, -82.70951528 27.81865857, -82.70955739 27.81866286))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.71302938 27.82363581, -82.71303766 27.8236638, -82.71307222 27.8236852, -82.71313386 27.82367809, -82.71316721 27.8236633, -82.71319135 27.82359914, -82.71323397 27.82352242, -82.71325193 27.82345984, -82.71325452 27.82332385, -82.71323802 27.82321021, -82.71318319 27.82312024, -82.71314056 27.82310645, -82.71306096 27.82317554, -82.7130442 27.82322927, -82.71303108 27.82342626, -82.71299949 27.82354804, -82.71302938 27.82363581))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.71267207 27.82538848, -82.71267777 27.82541698, -82.7127205 27.8254465, -82.71274032 27.82544614, -82.71276629 27.82539616, -82.7127816 27.82538705, -82.71299801 27.82543647, -82.71304666 27.82542402, -82.71308511 27.82537491, -82.71310984 27.8253728, -82.71314207 27.8253772, -82.71328263 27.82543457, -82.71331274 27.82542522, -82.71334488 27.82539095, -82.71343621 27.82541195, -82.71347138 27.8254091, -82.71352571 27.82537839, -82.71353643 27.82536115, -82.71353788 27.82531713, -82.71351659 27.82519544, -82.71351748 27.82515409, -82.71350389 27.8251313, -82.71347379 27.82511091, -82.71338634 27.82510483, -82.71331554 27.82514465, -82.71332083 27.82521382, -82.7133031 27.82522405, -82.7132418 27.82522187, -82.71320924 27.82515147, -82.7131928 27.82513695, -82.71315244 27.82513002, -82.71312484 27.82513764, -82.7130962 27.82513375, -82.71304923 27.82510718, -82.7130176 27.82510554, -82.71282183 27.82512116, -82.71280153 27.82515178, -82.71278428 27.82523516, -82.7127383 27.8252256, -82.71270754 27.82520856, -82.71269052 27.82522258, -82.71268862 27.8252727, -82.71270474 27.82532797, -82.7126825 27.82535645, -82.71267207 27.82538848))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.71740363 27.81930536, -82.71732068 27.81930432, -82.71723471 27.81931577, -82.71717631 27.81937349, -82.71716767 27.81944196, -82.71717411 27.81952289, -82.71716601 27.81960081, -82.7171728 27.81971258, -82.71716119 27.81977859, -82.71717427 27.81990285, -82.71718324 27.82022132, -82.71721526 27.82038532, -82.71725261 27.82042071, -82.71731753 27.82044221, -82.71743426 27.82043335, -82.71761938 27.82044614, -82.71774001 27.82044724, -82.71791303 27.82039414, -82.71796649 27.8203625, -82.7180149 27.82025567, -82.71813716 27.82014828, -82.71826227 27.81997279, -82.71829855 27.81990418, -82.71832278 27.81982481, -82.71831412 27.81950751, -82.71832839 27.81941788, -82.71830053 27.81935166, -82.718251 27.81931908, -82.71813038 27.81926504, -82.7181027 27.81925951, -82.71802062 27.8192595, -82.71790269 27.81927706, -82.71769938 27.8192917, -82.71748072 27.81929558, -82.71740363 27.81930536))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_kennethcity_zoning,Water,"POLYGON((-82.70990308 27.80903139, -82.70996097 27.80904399, -82.71005161 27.80903888, -82.71030491 27.80898257, -82.71035418 27.80894931, -82.71037557 27.80890794, -82.71036877 27.80881445, -82.71034658 27.80873205, -82.71031844 27.80868544, -82.71029677 27.8086828, -82.71026898 27.80869119, -82.71021942 27.80868045, -82.71014527 27.80869458, -82.7100772 27.80869218, -82.70997521 27.80870646, -82.70991347 27.80872603, -82.70977783 27.80879824, -82.70975323 27.80882037, -82.70975985 27.80888635, -82.7098318 27.80900976, -82.70984735 27.80902343, -82.70990308 27.80903139))","rgb(188,156,97)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-1,"POLYGON((-82.78296453 27.78553217, -82.78301286 27.78558305, -82.78296067 27.78559161, -82.78257243 27.78572022, -82.78246477 27.78576981, -82.78254348 27.78581694, -82.78270804 27.78589795, -82.78394157 27.78643523, -82.78401211 27.78638708, -82.7840205 27.78636483, -82.78401272 27.78633438, -82.78372245 27.7859944, -82.78345889 27.78563303, -82.78335317 27.78546927, -82.78316987 27.78514858, -82.78273984 27.7855371, -82.78291615 27.78548125, -82.78296453 27.78553217))","rgb(129,148,190)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-1,"POLYGON((-82.7819951 27.78553787, -82.78243053 27.78514757, -82.78246353 27.78517627, -82.78296687 27.78472475, -82.78295001 27.78468126, -82.78278071 27.78444241, -82.78179791 27.7853241, -82.7819951 27.78553787))","rgb(129,148,190)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-1,"POLYGON((-82.78184166 27.78573366, -82.78105778 27.78643681, -82.7812774 27.78663046, -82.78214838 27.78584918, -82.78192876 27.78565553, -82.78184166 27.78573366))","rgb(129,148,190)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-1,"POLYGON((-82.78442263 27.78728312, -82.78452002 27.78734668, -82.78461058 27.78741807, -82.78477296 27.78758213, -82.78496783 27.78736001, -82.78497162 27.78734659, -82.78496286 27.78731095, -82.78490929 27.78725199, -82.78488754 27.78727691, -82.78471027 27.78712977, -82.78461328 27.78706572, -82.78446261 27.78698413, -82.7825701 27.78614576, -82.78240407 27.78606294, -82.78224782 27.78596582, -82.78202954 27.78616303, -82.78217853 27.78626045, -82.78236775 27.78636226, -82.78428079 27.78721017, -82.78442263 27.78728312))","rgb(129,148,190)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-1,"POLYGON((-82.78228358 27.78563731, -82.78237831 27.78564337, -82.78309234 27.78500285, -82.78296687 27.78472475, -82.78202891 27.78556613, -82.78215346 27.78561168, -82.78228358 27.78563731))","rgb(129,148,190)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-1,"POLYGON((-82.7815891 27.78551096, -82.78080522 27.78621411, -82.78102484 27.78640776, -82.78189582 27.78562648, -82.7816762 27.78543283, -82.7815891 27.78551096))","rgb(129,148,190)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-2,"POLYGON((-82.78143398 27.78527157, -82.78148738 27.7853213, -82.7814479 27.78538042, -82.78132113 27.78543149, -82.78104135 27.78564996, -82.78080842 27.7858458, -82.78084492 27.78587385, -82.78070702 27.78602359, -82.7806971 27.78617714, -82.78071316 27.7861878, -82.78100953 27.78592898, -82.78135163 27.78561099, -82.78266562 27.78442852, -82.78273355 27.7844848, -82.7827807 27.78444241, -82.78263431 27.78423815, -82.78261509 27.78417439, -82.78222948 27.7844596, -82.7820322 27.78465654, -82.78192906 27.78486497, -82.78183116 27.78498642, -82.78165707 27.7850905, -82.78152276 27.7851844, -82.78151737 27.78522538, -82.78146894 27.78517178, -82.78143398 27.78527157))","rgb(157,137,114)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-3,"POLYGON((-82.80080347 27.8022006, -82.80082918 27.80277833, -82.80110479 27.80276846, -82.80110369 27.80274414, -82.80162724 27.8027254, -82.80160236 27.80217574, -82.80080347 27.8022006))","rgb(154,141,184)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-3,"POLYGON((-82.7949107 27.79635113, -82.79574382 27.79700083, -82.79553876 27.79720202, -82.795735 27.79736995, -82.7961265 27.79699457, -82.79508333 27.79617499, -82.7949107 27.79635113))","rgb(154,141,184)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-3,"POLYGON((-82.80015695 27.80146866, -82.79986334 27.80147917, -82.79987267 27.80168529, -82.79877445 27.80172459, -82.79815736 27.80230299, -82.79883063 27.80287082, -82.79943089 27.80230806, -82.80030012 27.80151259, -82.80030909 27.8014965, -82.80030338 27.80147445, -82.80028771 27.80146474, -82.80015695 27.80146866))","rgb(154,141,184)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-3,"POLYGON((-82.80494564 27.80483759, -82.80577006 27.80546242, -82.80589178 27.80554654, -82.80628716 27.80514388, -82.80627894 27.80509172, -82.80572489 27.80467077, -82.80571774 27.80467785, -82.80512894 27.80423232, -82.80470913 27.80466038, -82.80494564 27.80483759))","rgb(154,141,184)",#747474,3
Pinellas,pinellas_madeirabeach_zoning,C-3,"POLYGON((-82.79972493 27.80115683, -82.79973474 27.80137366, -82.80024377 27.80135559, -82.80026721 27.80133701, -82.80025928 27.80130817, -82.79989279 27.80099933, -82.79972493 27.80115683))","rgb(154,141,184)",#747474,3
